asset_video|asset_icon|name|shard_scepter|description|info|modifiers|cooldown|mana|lore|hero_id
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/beastmaster/beastmaster_call_of_the_wild_boar|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/beastmaster_call_of_the_wild_boar.png|CALL OF THE WILD BOAR||Beastmaster calls forth a Boar to aid in the battlefield. The Boar has a passive poison attack that slows attack and movement speeds.|ABILITY:No Target;DAMAGE TYPE:Physical;|SUMMON DURATION:60;BOAR BASE HEALTH:300/450/600/750;BOAR ATTACK DAMAGE:25/40/55/70;BOAR SLOW:10%/18%/26%/34%;BOAR POISON DURATION:3;|30|60|After befriending the strange beast of his childhood, Beastmaster has learned to call to animals in times of need.|beastmaster
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/beastmaster/beastmaster_call_of_the_wild_hawk|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/beastmaster_call_of_the_wild_hawk.png|CALL OF THE WILD HAWK||Beastmaster summons a hawk that circles around Beastmaster and dive-bombs at enemies with a base attack rate of every 4s, damaging and rooting them. Attack rate increases with the Hawk's attack speed. Prioritizes heroes.|ABILITY:No Target;AFFECTS:Enemy Units;DAMAGE TYPE:Magical;|SUMMON DURATION:25;HAWK BASE HEALTH:200/325/450/625;HAWK BASE MAGIC RESISTANCE:30/40/50/60;DIVE DAMAGE:50/80/110/140;ROOT DURATION:0.25/0.5/0.75/1;|45/40/35/30|50|After befriending the strange beast of his childhood, Beastmaster has learned to call to animals in times of need.|beastmaster
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/beastmaster/beastmaster_primal_roar|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/beastmaster_primal_roar.png|PRIMAL ROAR||Beastmaster lets loose a deafening roar that stuns, and shoves open a path to its target. All units in the path of the roar are damaged, while units shoved aside by the roar have their movement and attack speed slowed. Additionally, Beastmaster and his units gain 40% movement speed for 2 seconds.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:Yes;DISPELLABLE:Only Strong Dispels;|STUN DURATION:3/3.5/4;DAMAGE:150/225/300;SHOUT WIDTH:300;MOVEMENT SLOW:-60%;ATTACK SLOW:-60;SLOW DURATION:3/3.5/4;|90/75/60|100/125/150|The Beastmaster has learned to channel his primal instincts into an animalistic roar, causing devastation in the ranks of enemies.|beastmaster
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/beastmaster/beastmaster_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/beastmaster_call_of_the_wild_hawk.png|CALL OF THE WILD HAWK|SHARD ABILITY UPGRADE|Increases Hawk duration by 5s and summons an additional Hawk.||||||beastmaster
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/bloodseeker/bloodseeker_bloodrage|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/bloodseeker_bloodrage.png|BLOODRAGE||Drives Bloodseeker or an allied hero into a bloodthirsty rage which causes them to attack faster and deal more spell damage at the cost of a percentage of their health per second. Provides half attack speed to allied heroes.|ABILITY:Unit Target;AFFECTS:Allied Heroes;DAMAGE TYPE:Pure;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|DURATION:8;ATTACK SPEED:60/90/120/150;SPELL AMPLIFICATION:15%/20%/25%/30%;MAX HEALTH DAMAGE PER SECOND:1.4%;BASE DAMAGE:0%/0%/0%/0%;|14/12/10/8|0|Strygwyr shares his animalistic thirst for bloodshed.|bloodseeker
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/bloodseeker/bloodseeker_blood_bath|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/bloodseeker_blood_bath.png|BLOOD RITE||Bloodseeker baptizes an area in sacred blood. After 2.9 seconds the ritual completes, causing any enemies caught in the area to take damage and become silenced.|ABILITY:Point Target;DAMAGE TYPE:Pure;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|RITUAL AREA:600;SILENCE DURATION:3/4/5/6;DAMAGE:100/155/210/265;|15/14/13/12|90/100/110/120|The Flayed Twins are ever willing to aid those who spill blood upon the field of battle.|bloodseeker
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/bloodseeker/bloodseeker_thirst|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/bloodseeker_thirst.png|THIRST||Bloodseeker is invigorated by the wounds of his enemies, gaining bonus movement speed when an enemy hero's health falls below 100%, with the bonuses increasing as their health falls further. If an enemy hero's health falls below 25%, he will also gain vision and True Sight of that hero. Bonuses stack per hero. Unlocks max movement speed for Bloodseeker.|ABILITY:Passive;PIERCES SPELL IMMUNITY:Yes;|THIRST HEALTH THRESHOLD:100%;MAX THIRST MOVE SPEED:10%/20%/30%/40%;ACTIVE BONUS MOVE SPEED:0%/0%/0%/0%;ACTIVE DURATION:0;VISIBILITY HEALTH THRESHOLD:25%;|15|0|Strygwyr becomes frenzied when blood is spilled.|bloodseeker
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/bloodseeker/bloodseeker_rupture|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/bloodseeker_rupture.png|RUPTURE||Causes an enemy unit's skin to rupture, dealing initial damage based on its current health. If the unit moves, it takes damage based on the distance moved.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Pure;PIERCES SPELL IMMUNITY:Yes;DISPELLABLE:No;|DURATION:9/10/11;MOVE DAMAGE:35%/45%/55%;HEALTH DAMAGE:10%;PUSH DISTANCE:0;|75/70/65|100/150/200|When the Bloodseeker hunts you, injuries become fatalities.|bloodseeker
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/bloodseeker/bloodseeker_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/bloodseeker_bloodrage.png|BLOODRAGE|SCEPTER ABILITY UPGRADE|Bloodseeker's Bloodrage attacks now deal 3% of the target's max health as Pure damage.|||14/12/10/8|0|Strygwyr shares his animalistic thirst for bloodshed.|bloodseeker
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/bounty_hunter/bounty_hunter_shuriken_toss|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/bounty_hunter_shuriken_toss.png|SHURIKEN TOSS||Hurls a deadly shuriken at an enemy unit, dealing damage and slowing the target's Movement Speed by 100% for 0.35s. The shuriken will bounce to any Tracked units who are within a 1200 radius of each other.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;|DAMAGE:100/170/240/310;CAST RANGE:375/425/475/525;|5|75/80/85/90|While the shuriken may be small, Gondar's precise aim can cause critical damage.|bountyhunter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/bounty_hunter/bounty_hunter_jinada|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/bounty_hunter_jinada.png|JINADA||Bounty Hunter plans his next hit, dealing bonus damage and stealing some unreliable gold.|ABILITY:Unit Target;AFFECTS:Enemy Units and Buildings;DAMAGE TYPE:Physical;PIERCES SPELL IMMUNITY:Yes;|BONUS DAMAGE:70/105/140/175;GOLD STEAL:12/20/28/36;|9/7/5/3|0|Gondar's vast experience ensures he never walks away from a transaction empty-handed.|bountyhunter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/bounty_hunter/bounty_hunter_wind_walk|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/bounty_hunter_wind_walk.png|SHADOW WALK||Bounty Hunter becomes invisible and gains the ability to move through other units until he attacks or uses an ability. If he breaks the invisibility with an attack, that attack will stun the target for a short duration.|ABILITY:No Target;DISPELLABLE:No;|INVISIBILITY DURATION:20/25/30/35;FADE TIME:1/0.75/0.5/0.25;STUN DURATION:0.8/1/1.2/1.4;|18/17/16/15|50|The court jesters present during King Goff's assassination can recount no other image than a dancing shadow.|bountyhunter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/bounty_hunter/bounty_hunter_track|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/bounty_hunter_track.png|TRACK||Tracks an enemy hero, granting True Sight of the target, increasing the damage they take and providing information on how much gold it is carrying. Bounty Hunter moves fast when near the tracked unit. If the target dies, Bounty Hunter and nearby heroes collect a bonus bounty of gold. Casting Track does not take you out of invisibility.|ABILITY:Unit Target;AFFECTS:Enemy Heroes;PIERCES SPELL IMMUNITY:Yes;DISPELLABLE:Yes;|DAMAGE AMPLIFICATION:8%/12%/16%;SELF BONUS GOLD:130/225/320;ALLIES BONUS GOLD:50/90/130;DURATION:25;SELF BONUS SPEED:12%/16%/20%;|6/5/4|60|Using his elevated senses of sight and smell, Gondar's hits have quite a good chance of success.|bountyhunter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/bounty_hunter/bounty_hunter_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/bounty_hunter_wind_walk_ally.png|FRIENDLY SHADOW|SHARD GRANTS NEW ABILITY|Applies Shadow Walk and all of its bonuses to the target ally. Allied fade time is 0.5s. Does not break Bounty Hunter's invisibility when cast.|ABILITY:Unit Target;AFFECTS:Allied Heroes;PIERCES SPELL IMMUNITY:Allies Yes Enemies No;DISPELLABLE:No;||15|50|Useful for the rare instances when a contested bounty is actually wanted alive.|bountyhunter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/bounty_hunter/bounty_hunter_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/bounty_hunter_shuriken_toss.png|SHURIKEN TOSS|SCEPTER ABILITY UPGRADE|Increases cast range and applies Jinada on hit.|||5|75/80/85/90|While the shuriken may be small, Gondar's precise aim can cause critical damage.|bountyhunter
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/brewmaster/brewmaster_thunder_clap|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/brewmaster_thunder_clap.png|THUNDER CLAP||Slams the ground, dealing damage and slowing the movement speed and attack rate of nearby enemy units.|ABILITY:No Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|RADIUS:325/350/375/400;DAMAGE:80/160/240/320;MOVEMENT SLOW:15%/30%/45%/60%;ATTACK SLOW:15/30/45/60;DURATION:4;|18/16/14/12|90/100/110/120|A slam of Mangix' mighty keg starts the festivities.|brewmaster
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/brewmaster/brewmaster_cinder_brew|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/brewmaster_cinder_brew.png|CINDER BREW||Drenches himself and an area in alcohol, causing enemy units to move slower and ignite once they take any Magic or Pure damage. Duration is increased by 3 seconds when enemies are ignited. While Brewmaster is Brewed Up, His Drunken Brawler Stances are stronger. Dealing or receiving magic damage extends Brewmaster's Brewed Up duration.|ABILITY:Point Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|DURATION:5;IGNITE TOTAL DAMAGE:80/160/240/320;MOVEMENT SLOW:24%/28%/32%/36%;RADIUS:400;BARREL SPEED:1600;BARREL IMPACT DAMAGE:0/0/0/0;|19/17/15/13|50/60/70/80|The Order of the Oyo's solution to all problems - another round!|brewmaster
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/brewmaster/brewmaster_primal_split|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/brewmaster_primal_split.png|PRIMAL SPLIT||Splits Brewmaster into elements, forming 4 specialized warriors, adept at survival, each with their own abilities. If any of them survive until the end of their summoned timer, the Brewmaster is reborn.|ABILITY:No Target;DISPELLABLE:No;|DURATION:16/18/20;EARTH BREWLING HP:;1400 / 2300 / 3200STORM BREWLING HP;:1000/1500/2000;FIRE BREWLING HP:;1300 / 1450 / 1600VOID BREWLING HP;:1200/1500/1800;|140/130/120|150/200/250|It isn't clear whether Mangix is consciously aware of his potent bond with nature, as it often occurs in the midst of a drunken stupor.|brewmaster
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/brewmaster/brewmaster_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/brewmaster_primal_split.png|PRIMAL SPLIT|SHARD ABILITY UPGRADE|Increases Primal Split duration and allows it to be cancelled early.||||||brewmaster
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/brewmaster/brewmaster_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/brewmaster_primal_companion.png|PRIMAL COMPANION|SCEPTER GRANTS NEW ABILITY|Creates a Brewling based on Brewmaster's current Drunken Brawler Stance.<br><br>A new Brewling cannot be resummoned for 3s if the current one takes damage from enemy Heroes or hero-controlled units. If the Brewling dies, the ability goes on cooldown for 70 seconds.<br><br>Only one Brewling can exist at a time. If Brewmaster uses Primal Split, the existing Brewling disappears.|ABILITY:No Target;DISPELLABLE:No;||20|50|Mangix doesn't hold to it by rule, but he vaguely recalls an old master musing that, if one could manage, scaring up a companion was always preferable to drinking alone.|brewmaster
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/bristleback/bristleback_viscous_nasal_goo|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/bristleback_viscous_nasal_goo.png|VISCOUS NASAL GOO||Covers a target in snot, causing it to have reduced armor and movement speed for 5 seconds. Multiple casts stack and refresh the duration.|ABILITY:Unit Target;AFFECTS:Enemy Units;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|BASE ARMOR LOSS:1.5/2/2.5/3;ARMOR LOSS PER STACK:1.5/2/2.5/3;BASE MOVEMENT SLOW:10%;MOVE SLOW PER STACK:3%/6%/9%/12%;STACK LIMIT:4;|1.75|12/16/20/24|Having caught a cold while stuck in the snow, Bristleback turns it to his advantage.|bristleback
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/bristleback/bristleback_quill_spray|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/bristleback_quill_spray.png|QUILL SPRAY||Sprays enemy units with quills dealing damage in an area of effect around Bristleback. Deals bonus damage for every time a unit was hit by Quill Spray in the last 14 seconds.|ABILITY:No Target;DAMAGE TYPE:Physical;PIERCES SPELL IMMUNITY:Yes;DISPELLABLE:No;|RADIUS:700;QUILL BASE DAMAGE:25/45/65/85;QUILL STACK DAMAGE:30;STACK DURATION:14;MAX DAMAGE:500;|3/3/3/3|35/35/35/35|An enforcer's honor can be a prickly thing. So can his quills.|bristleback
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/bristleback/bristleback_warpath|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/bristleback_warpath.png|WARPATH||Bristleback works himself up into a fury every time he casts a spell, increasing his movement speed and damage.|ABILITY:Passive;DISPELLABLE:No;|DAMAGE PER STACK:15/20/25;MOVEMENT PER STACK:2%/2.5%/3%;STACK DURATION:16/18/20;MAX STACKS:8/10/12;ACTIVE BONUS DAMAGE PER STACK:0%;ACTIVE BONUS MOVEMENT PER STACK:0%;DURATION:0/0/0;|45|0|'Temper, temper,' his mum always chided. But in a fight, a temper can come in handy.|bristleback
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/bristleback/bristleback_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/bristleback_hairball.png|HAIRBALL|SHARD GRANTS NEW ABILITY|Coughs a quill-packed hairball towards the target location. Erupts at the location, hitting enemies with Viscous Nasal Goo stacks and Quill Spray.|ABILITY:Point Target;AFFECTS:Enemy Units;PIERCES SPELL IMMUNITY:Yes;DISPELLABLE:Yes;|RADIUS:700;QUILL STACKS:1;GOO STACKS:2;|13|60|Every part of Bristleback's body is a weapon -- even the parts he accidentally swallowed.|bristleback
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/broodmother/broodmother_insatiable_hunger|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/broodmother_insatiable_hunger.png|INSATIABLE HUNGER||A violent lust for vital fluids increases Broodmother's attack damage and gives her a vampiric attack.|ABILITY:No Target;DAMAGE TYPE:Physical;DISPELLABLE:No;|BASE ATTACK DAMAGE BONUS:40%/50%/60%/70%;LIFESTEAL:40%/60%/80%/100%;DURATION:8/10/12/14;SPIDERLING RADIUS:0;|45/40/35/30|80|While most of her prey is wrapped in silken cocoons and saved for her young, the Broodmother herself has a taste for wandering heroes.|broodmother
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/broodmother/broodmother_spin_web|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/broodmother_spin_web.png|SPIN WEB||Spins a large web that grants Broodmother a passive movement speed increase and increases her Turn Rate, while in its vicinity, as well as giving free movement.<br><br>Spin Web can be cast from anywhere as long as the new web touches an existing web. Webs never expire, and can be manually destroyed. When the maximum limit of webs is exceeded, the oldest web disappears.|ABILITY:Point Target;DISPELLABLE:No;|MAX SIMULTANEOUS WEBS:3/5/7/9;MOVESPEED BONUS:10%/22%/34%/46%;BONUS TURN RATE:0.2;ENEMY RESTORATION REDUCTION:0%/0%/0%/0%;|0|40|Weaving a bed of silken fibers, Arachnia's web both protects her and her offspring, as well as giving advancing opponents a sense of foreboding.|broodmother
